A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/3.html.
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/3.html applies to these and all data available from the Mission China air quality monitoring program.

Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Guangzhou,PM2.5,2013-01-10 22:00,2013,1,10,22,115,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-10 23:00,2013,1,10,23,113,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 00:00,2013,1,11,0,120,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 01:00,2013,1,11,1,125,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 02:00,2013,1,11,2,120,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 03:00,2013,1,11,3,108,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 04:00,2013,1,11,4,108,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 05:00,2013,1,11,5,98,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 06:00,2013,1,11,6,98,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 07:00,2013,1,11,7,98,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 08:00,2013,1,11,8,83,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 09:00,2013,1,11,9,89,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 10:00,2013,1,11,10,96,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 11:00,2013,1,11,11,99,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 12:00,2013,1,11,12,98,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 13:00,2013,1,11,13,101,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 14:00,2013,1,11,14,100,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,2013-01-11 15:00,2013,1,11,15,105,µg/m³,1 Hr,Valid
